"112年10月13日 外資及陸資買賣超彙總表"
"",,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
" ","2939  ","永邑-KY         ","1,000","4,000","-3,000","0","0","0","1,000","4,000","-3,000",
" ","3432  ","台端            ","6,000","9,000","-3,000","0","0","0","6,000","9,000","-3,000",
" ","4133  ","亞諾法          ","3,000","6,000","-3,000","0","0","0","3,000","6,000","-3,000",
" ","5484  ","慧友            ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","5525  ","順天            ","1,000","4,000","-3,000","0","0","0","1,000","4,000","-3,000",
" ","6183  ","關貿            ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","6184  ","大豐電          ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","6201  ","亞弘電          ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","6776  ","展碁國際        ","2,000","5,000","-3,000","0","0","0","2,000","5,000","-3,000",
" ","6873  ","泓德能源        ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","8072  ","陞泰            ","2,000","5,000","-3,000","0","0","0","2,000","5,000","-3,000",
" ","9935  ","慶豐富          ","4,000","7,000","-3,000","0","0","0","4,000","7,000","-3,000",
" ",="00652 ","富邦印度        ","1,000","3,000","-2,000","0","0","0","1,000","3,000","-2,000",
" ",="00710B","復華彭博非投等債","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ",="00711B","復華彭博新興債  ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ",="00737 ","國泰AI+Robo     ","1,000","3,000","-2,000","0","0","0","1,000","3,000","-2,000",
" ",="03421T","健鼎元大33售24  ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","1220  ","台榮            ","2,000","4,000","-2,000","0","0","0","2,000","4,000","-2,000",
" ","1232  ","大統益          ","4,000","6,000","-2,000","0","0","0","4,000","6,000","-2,000",
" ","1315  ","達新            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","1414  ","東和            ","11,000","13,000","-2,000","0","0","0","11,000","13,000","-2,000",
" ","1464  ","得力            ","1,000","3,000","-2,000","0","0","0","1,000","3,000","-2,000",
" ","1516  ","川飛            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","1725  ","元禎            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","1726  ","永記            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","2062  ","橋椿            ","4,000","6,000","-2,000","0","0","0","4,000","6,000","-2,000",
" ","2102  ","泰豐            ","5,000","7,000","-2,000","0","0","0","5,000","7,000","-2,000",
" ","2227  ","裕日車          ","2,000","4,000","-2,000","0","0","0","2,000","4,000","-2,000",
" ","2524  ","京城            ","3,000","5,000","-2,000","0","0","0","3,000","5,000","-2,000",
" ","2849  ","安泰銀          ","14,000","16,000","-2,000","0","0","0","14,000","16,000","-2,000",
" ","3164  ","景岳            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","5906  ","台南-KY         ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","6224  ","聚鼎            ","4,000","6,000","-2,000","0","0","0","4,000","6,000","-2,000",
" ","6504  ","南六            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","6869  ","雲豹能源        ","3,000","5,000","-2,000","0","0","0","3,000","5,000","-2,000",
" ","8104  ","錸寶            ","11,000","13,000","-2,000","0","0","0","11,000","13,000","-2,000",
" ","8411  ","福貞-KY         ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","8438  ","昶昕            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","9902  ","台火            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","9918  ","欣天然          ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","9937  ","全國            ","3,000","5,000","-2,000","0","0","0","3,000","5,000","-2,000",
" ","3167  ","大量            ","2,306","4,000","-1,694","0","0","0","2,306","4,000","-1,694",
" ",="00641R","富邦日本反1     ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="00647L","元大S&P500正2   ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="00669R","國泰美國道瓊反1 ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="00717 ","富邦美國特別股  ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="00775B","新光投等債15+   ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="00861 ","元大全球未來通訊","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="057313","世芯元大4A購02  ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="057364","富鼎群益47購02  ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="060955","臺股指凱基49購14","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="08611U","東哥元大33售01  ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","1445  ","大宇            ","6,000","7,000","-1,000","0","0","0","6,000","7,000","-1,000",
" ","1454  ","台富            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","1465  ","偉全            ","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000",
" ","1475  ","業旺            ","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000",
" ","1530  ","亞崴            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","1531  ","高林股          ","6,000","7,000","-1,000","0","0","0","6,000","7,000","-1,000",
" ","2024  ","志聯            ","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000",
" ","2380  ","虹光            ","9,000","10,000","-1,000","0","0","0","9,000","10,000","-1,000",
" ","2433  ","互盛電          ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","2613  ","中櫃            ","3,000","4,000","-1,000","0","0","0","3,000","4,000","-1,000",
" ","2705  ","六福            ","150,000","151,000","-1,000","0","0","0","150,000","151,000","-1,000",
" ","4414  ","如興            ","2,000","3,000","-1,000","0","0","0","2,000","3,000","-1,000",
" ","4560  ","強信-KY         ","22,000","23,000","-1,000","0","0","0","22,000","23,000","-1,000",
" ","6655  ","科定            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","6671  ","三能-KY         ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","6674  ","鋐寶科技        ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","6834  ","天二科技        ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","8103  ","瀚荃            ","8,000","9,000","-1,000","0","0","0","8,000","9,000","-1,000",
" ","8367  ","建新國際        ","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000",
" ","8482  ","商億-KY         ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","8499  ","鼎炫-KY         ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","9136  ","巨騰-DR         ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","9912  ","偉聯            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","1474  ","弘裕            ","40","1,000","-960","0","0","0","40","1,000","-960",
" ",="00646 ","元大S&P500      ","30,114","31,000","-886","0","0","0","30,114","31,000","-886",
" ",="03087F","納指麥證33購01  ","0","0","0","35,000","0","35,000","35,000","0","35,000",
" ",="03168T","奇鋐麥證33售02  ","0","0","0","3,000","0","3,000","3,000","0","3,000",
" ",="032021","海悅群益3B購02  ","0","0","0","0","1,000","-1,000","0","1,000","-1,000",
" ",="032140","億光富邦41購01  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="035178","宏碁元大3C購11  ","0","0","0","90,000","0","90,000","90,000","0","90,000",
" ",="036818","華邦電凱基3C購02","0","0","0","11,000","0","11,000","11,000","0","11,000",
" ",="036949","欣興群益3C購02  ","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="038203","世芯凱基44購01  ","0","0","0","40,000","0","40,000","40,000","0","40,000",
" ",="040100","明泰凱基3C購02  ","0","0","0","10,000","5,000","5,000","10,000","5,000","5,000",
" ",="040374","台積電中信42購09","0","0","0","0","40,000","-40,000","0","40,000","-40,000",
" ",="040635","采鈺國票3C購02  ","0","0","0","100,000","0","100,000","100,000","0","100,000",
" ",="040739","T50反1元大46購02","0","0","0","25,000","0","25,000","25,000","0","25,000",
" ",="040961","南亞科元大41購02","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="040966","長榮元大41購16  ","0","0","0","100,000","0","100,000","100,000","0","100,000",
" ",="040970","長榮航元大41購07","0","0","0","35,000","0","35,000","35,000","0","35,000",
" ",="040973","晶豪科元大43購05","0","0","0","10,000","60,000","-50,000","10,000","60,000","-50,000",
" ",="041718","台表科群益45購01","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="042038","緯穎永豐41購02  ","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="042220","辛耘元富41購02  ","0","0","0","0","20,000","-20,000","0","20,000","-20,000",
" ",="042224","天虹元富41購01  ","0","0","0","0","5,000","-5,000","0","5,000","-5,000",
" ",="042395","采鈺台新41購01  ","0","0","0","0","1,000","-1,000","0","1,000","-1,000",
" ",="042397","川湖永豐41購02  ","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="042398","金寶永豐42購02  ","0","0","0","10,000","100,000","-90,000","10,000","100,000","-90,000",
" ",="042701","祥碩國票41購03  ","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="042948","中興電群益43購03","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="043335","旺宏元大41購04  ","0","0","0","40,000","0","40,000","40,000","0","40,000",
" ",="043550","欣興統一47購01  ","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="043554","景碩統一51購01  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="043673","大立光元大41購14","0","0","0","145,000","0","145,000","145,000","0","145,000",
" ",="044614","川湖凱基46購01  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="044726","緯創凱基42購04  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="044727","明泰凱基45購01  ","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="044728","世芯凱基42購03  ","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="044731","嘉聯益凱基42購01","0","0","0","90,000","0","90,000","90,000","0","90,000",
" ",="044968","美利達凱基42購01","0","0","0","5,000","1,000","4,000","5,000","1,000","4,000",
" ",="045214","聯電凱基43購04  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="045216","台積電凱基43購35","0","0","0","0","19,000","-19,000","0","19,000","-19,000",
" ",="045270","昇陽半元富43購01","0","0","0","8,000","0","8,000","8,000","0","8,000",
" ",="045623","鴻準國泰44購01  ","0","0","0","40,000","0","40,000","40,000","0","40,000",
" ",="045624","華碩國泰44購01  ","0","0","0","15,000","2,000","13,000","15,000","2,000","13,000",
" ",="045803","台灣50元大43購20","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="047083","T50正2國票42購09","0","0","0","40,000","15,000","25,000","40,000","15,000","25,000",
" ",="047286","世芯國票42購07  ","0","0","0","11,000","0","11,000","11,000","0","11,000",
" ",="047461","中興電元大43購04","0","0","0","0","14,000","-14,000","0","14,000","-14,000",
" ",="047837","創意群益43購05  ","0","0","0","40,000","0","40,000","40,000","0","40,000",
" ",="047838","嘉澤群益42購02  ","0","0","0","2,000","4,000","-2,000","2,000","4,000","-2,000",
" ",="048411","順德富邦42購01  ","0","0","0","5,000","5,000","0","5,000","5,000","0",
" ",="048766","奇鋐元富48購01  ","0","0","0","0","5,000","-5,000","0","5,000","-5,000",
" ",="048976","材料元大45購02  ","0","0","0","15,000","0","15,000","15,000","0","15,000",
" ",="048977","材料元大48購01  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="048980","長華元大43購01  ","0","0","0","200,000","3,000","197,000","200,000","3,000","197,000",
" ",="049048","統一凱基43購02  ","0","0","0","155,000","2,000","153,000","155,000","2,000","153,000",
" ",="049475","中502X國票44購01","0","0","0","15,000","0","15,000","15,000","0","15,000",
" ",="049478","長榮國票44購02  ","0","0","0","387,000","56,000","331,000","387,000","56,000","331,000",
" ",="049482","貿聯國票44購01  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="049483","精銳國票44購02  ","0","0","0","10,000","60,000","-50,000","10,000","60,000","-50,000",
" ",="049497","台亞凱基44購01  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="049863","盟立統一53購01  ","0","0","0","4,000","0","4,000","4,000","0","4,000",
" ",="052063","京元電中信45購01","0","0","0","6,000","0","6,000","6,000","0","6,000",
" ",="052065","祥碩中信43購02  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="052888","台積電國泰46購03","0","0","0","0","7,000","-7,000","0","7,000","-7,000",
" ",="053244","華碩元大47購01  ","0","0","0","70,000","0","70,000","70,000","0","70,000",
" ",="053422","華城元富44購01  ","0","0","0","92,000","0","92,000","92,000","0","92,000",
" ",="054633","奇鋐國泰46購03  ","0","0","0","3,000","0","3,000","3,000","0","3,000",
" ",="054634","群創國泰46購04  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="054635","滬深2X元富44購22","0","0","0","4,000","0","4,000","4,000","0","4,000",
" ",="054909","京元電群益45購03","0","0","0","54,000","0","54,000","54,000","0","54,000",
" ",="055002","精金國票45購02  ","0","0","0","0","2,000","-2,000","0","2,000","-2,000",
" ",="055409","鴻海中信45購03  ","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="055733","威盛元大49購04  ","0","0","0","60,000","0","60,000","60,000","0","60,000",
" ",="056071","群創群益44購07  ","0","0","0","40,000","0","40,000","40,000","0","40,000",
" ",="056072","嘉澤群益44購02  ","0","0","0","25,000","0","25,000","25,000","0","25,000",
" ",="056073","世芯群益46購06  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="056798","潤泰新國票46購01","0","0","0","2,000","0","2,000","2,000","0","2,000",
" ",="057093","日月光元大47購01","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="057094","訊芯元大45購01  ","0","0","0","88,000","0","88,000","88,000","0","88,000",
" ",="057409","正崴元富45購02  ","0","0","0","100,000","0","100,000","100,000","0","100,000",
" ",="057410","長榮元富4B購03  ","0","0","0","400,000","0","400,000","400,000","0","400,000",
" ",="057921","廣宇元大45購07  ","156,000","156,000","0","0","0","0","156,000","156,000","0",
" ",="058100","正崴元大4B購01  ","0","0","0","2,000","0","2,000","2,000","0","2,000",
" ",="05819U","臺股指麥證2A售10","0","0","0","150,000","0","150,000","150,000","0","150,000",
" ",="058421","矽力富邦46購02  ","0","0","0","0","200,000","-200,000","0","200,000","-200,000",
" ",="058488","T50正2凱基48購02","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="058651","信邦凱基46購01  ","0","0","0","23,000","0","23,000","23,000","0","23,000",
" ",="059178","聯發科元大45購06","0","0","0","8,000","3,000","5,000","8,000","3,000","5,000",
" ",="059180","長榮元大45購23  ","0","0","0","0","20,000","-20,000","0","20,000","-20,000",
" ",="059259","保瑞凱基45購04  ","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="059260","寶成凱基45購02  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="059374","祥碩元大4B購02  ","150,000","150,000","0","0","0","0","150,000","150,000","0",
" ",="060081","台積電國票49購01","0","0","0","300,000","0","300,000","300,000","0","300,000",
" ",="061162","來億元富46購01  ","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="061319","智邦統一4C購02  ","0","0","0","4,000","0","4,000","4,000","0","4,000",
" ",="061320","正崴統一4C購03  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="061892","矽統麥證34購01  ","0","0","0","25,000","84,000","-59,000","25,000","84,000","-59,000",
" ",="061893","矽統麥證34購02  ","0","0","0","6,000","149,000","-143,000","6,000","149,000","-143,000",
" ",="06256U","台泥麥證2B售01  ","0","0","0","100,000","0","100,000","100,000","0","100,000",
" ",="06510U","仁寶麥證2B售01  ","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="06745U","臺股指麥證31售08","0","0","0","0","15,000","-15,000","0","15,000","-15,000",
" ",="06890U","臺股指麥證36售01","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="07316U","技嘉麥證2C售02  ","0","0","0","15,000","0","15,000","15,000","0","15,000",
" ",="07445U","奇鋐麥證2C售01  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="08489U","微星麥證31售02  ","0","0","0","0","4,000","-4,000","0","4,000","-4,000",
" ",="08828U","仁寶麥證32售01  ","0","0","0","6,000","0","6,000","6,000","0","6,000",
" ",="08874U","台積電麥證32售02","0","0","0","0","30,000","-30,000","0","30,000","-30,000",
" ",="08875U","奇鋐麥證32售01  ","0","0","0","400,000","0","400,000","400,000","0","400,000",
" ","1466  ","聚隆            ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","1805  ","寶徠            ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","2008  ","高興昌          ","2,000","2,000","0","0","0","0","2,000","2,000","0",
" ","2432  ","倚天酷碁-創     ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","2712  ","遠雄來          ","3,000","3,000","0","0","0","0","3,000","3,000","0",
" ","4545  ","銘鈺            ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","4576  ","大銀微系統      ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","4581  ","光隆精密-KY     ","11,000","11,000","0","0","0","0","11,000","11,000","0",
" ","5244  ","弘凱            ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","5538  ","東明-KY         ","2,000","2,000","0","0","0","0","2,000","2,000","0",
" ","6192  ","巨路            ","5,000","5,000","0","0","0","0","5,000","5,000","0",
" ","6416  ","瑞祺電通        ","86,000","86,000","0","0","0","0","86,000","86,000","0",
" ","6581  ","鋼聯            ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","6582  ","申豐            ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","9908  ","大台北          ","4,000","4,000","0","0","0","0","4,000","4,000","0",
"說明:"
"外資自營商表示外國證券商在臺分支機構證券自營商專戶。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"＊表示該股票今日有鉅額交易。"
"本統計資訊買賣股數含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

